peso,altura,sexo,edad,tabaco,ubes,carneRoja,verduras,deporte,drogas,dietaEsp,nivEstPad,nivEstudios,nivIngresos
114.24,1.69,M,19,0,14,0,18,1,0,N,1,2,1
82.65,1.74,V,53,0,3,0,0,7,3,N,1,2,2
82.14,1.62,M,45,0,2,2,8,9,0,N,0,1,0
63.29,1.7,M,32,0,1,0,0,0,0,N,0,1,3
78.85,1.6,M,68,0,0,2,17,12,0,N,0,2,2
84.13,1.58,M,46,0,5,2,7,10,0,N,1,0,1
68.34,1.66,M,41,0,0,0,16,0,0,N,1,2,4
72,1.63,M,18,0,1,1,5,0,0,N,0,0,1
51.81,1.66,M,46,0,0,1,1,0,0,N,1,3,4
107.61,1.71,V,23,0,0,1,31,12,0,N,1,1,2
60.24,1.71,V,32,0,0,0,0,0,0,N,3,4,3
90.7,1.85,V,68,0,13,12,0,0,2,N,1,3,4
69.74,1.84,V,42,0,0,0,0,0,0,N,1,2,4
55.76,1.76,M,26,0,0,9,0,3,0,N,1,3,3
62.42,1.78,V,37,0,0,3,0,1,5,N,1,2,3
63.8,1.54,M,34,0,0,0,12,7,0,N,0,1,3
67.52,1.74,V,42,200,0,2,0,0,0,N,0,2,0
100.44,1.78,V,20,0,0,3,12,11,0,N,1,0,0
95.02,1.65,M,40,0,5,0,14,13,0,N,3,3,3
80.48,1.78,V,50,0,0,0,10,0,0,N,0,1,0
77.71,1.66,M,41,0,1,4,5,6,0,N,0,0,0
74.56,1.71,V,18,170,0,0,0,0,0,N,2,2,2
112.9,1.68,M,43,0,14,0,15,9,0,N,1,1,1
80.86,1.65,M,37,0,5,0,7,0,0,N,0,1,2
68.58,1.68,V,49,0,3,1,10,1,0,N,3,4,4
79.83,1.82,V,21,100,0,0,11,2,3,N,3,4,4
70.44,1.75,V,28,70,0,1,2,0,0,N,1,2,4
83.69,1.63,M,45,80,5,1,8,10,0,N,3,3,4
68.69,1.61,M,50,0,0,0,15,5,0,N,0,1,2
85.26,1.64,M,40,0,0,3,17,11,0,N,0,1,2
74.96,1.76,V,64,80,0,2,7,0,NA,N,0,1,0
64.54,1.81,V,49,10,0,4,0,0,0,N,1,0,0
53.25,1.6,M,27,0,0,2,0,0,0,N,4,4,4
139.88,1.87,V,38,90,16,0,0,6,0,N,1,2,3
59.84,1.62,M,78,50,0,7,10,8,0,N,0,1,0
94.1,1.86,V,61,100,6,0,0,2,0,N,0,1,1
103.75,1.7,M,56,40,16,4,2,6,0,N,2,3,4
93.98,1.73,V,18,100,5,5,0,8,8,N,1,1,1
77.05,1.63,M,48,0,0,0,7,14,0,N,2,2,1
88.62,1.68,M,21,40,0,0,11,8,2,N,1,1,0
112.9,1.68,M,18,90,5,0,15,14,0,N,0,1,2
70.01,1.76,V,61,0,0,0,0,4,0,N,2,2,0
70.76,1.71,M,40,0,0,0,0,0,0,N,0,1,0
97.12,1.77,V,50,0,9,3,0,6,0,N,2,3,1
65.22,1.56,M,27,10,3,6,0,9,0,N,1,3,3
67.17,1.78,V,58,0,0,1,2,1,0,N,1,1,3
138.38,1.86,V,32,30,11,0,15,12,0,N,1,4,2
50.55,1.61,M,48,80,0,0,0,0,0,N,1,2,1
63.69,1.69,M,18,0,0,1,0,0,0,N,1,2,4
86.34,1.64,M,41,0,9,1,9,0,0,N,0,0,2
91.69,1.76,V,36,0,2,0,7,8,0,N,2,3,3
106.92,1.66,M,43,0,13,2,5,7,0,N,1,1,1
63.75,1.73,M,53,40,4,6,0,1,0,N,1,2,2
53.87,1.73,V,50,30,0,2,6,0,0,N,2,4,4
123.9,1.76,V,65,0,21,3,0,9,1,N,1,3,3
83.96,1.78,V,34,0,0,0,8,3,4,N,1,0,0
60.78,1.64,V,38,0,0,0,3,3,1,N,0,2,1
84.28,1.78,V,24,0,0,0,4,8,0,N,1,3,2
79.58,1.61,M,50,50,7,0,0,3,3,N,0,1,1
68.78,1.7,V,18,40,0,3,12,5,9,N,1,4,4
61.84,1.79,V,35,170,0,4,0,0,1,N,1,3,4
104.39,1.76,V,39,160,0,5,19,13,0,N,0,0,1
77.32,1.63,M,18,0,0,0,10,11,0,N,2,4,4
123.9,1.76,V,37,0,27,2,18,8,0,N,4,4,4
75.62,1.79,V,32,0,0,1,9,1,0,N,1,2,3
60.28,1.83,V,43,0,1,1,0,0,0,N,3,4,4
119.72,1.73,V,19,0,7,1,23,8,0,N,1,1,1
56.17,1.68,M,46,0,0,5,0,3,0,N,1,2,3
58.42,1.66,M,51,0,0,2,3,5,1,N,1,2,2
66.61,1.68,M,44,50,0,0,10,6,0,N,3,4,4
93.64,1.8,V,43,0,0,0,8,9,0,N,0,1,1
60.94,1.75,M,49,0,2,5,0,0,0,N,1,2,2
84.95,1.68,M,57,0,10,4,0,7,0,N,2,3,4
68.33,1.65,V,29,0,0,0,7,0,0,N,1,3,2
57.65,1.63,M,59,0,4,0,3,0,0,N,2,3,3
97.79,1.74,M,18,0,8,4,10,5,0,N,1,3,3
84.53,1.75,V,30,0,0,0,2,8,0,N,1,2,4
98.6,1.57,M,18,0,15,2,13,12,0,N,1,2,2
56.46,1.55,M,45,0,0,1,0,5,0,N,1,2,1
65.76,1.68,M,47,0,0,0,6,1,0,N,2,1,0
61.15,1.78,V,46,0,0,2,0,2,3,N,1,2,2
118.59,1.81,V,37,10,13,4,0,0,0,N,1,1,0
72.27,1.63,M,39,0,8,1,3,0,0,N,2,3,2
66.1,1.67,V,18,0,0,2,5,0,0,N,1,3,3
90.09,1.73,V,38,120,9,2,0,2,0,N,3,4,3
72.24,1.78,M,37,0,7,7,0,0,0,N,2,4,4
69.53,1.79,V,45,80,0,2,10,0,0,N,1,3,2
80.58,1.84,V,19,0,0,5,9,1,0,N,0,2,2
113.58,1.7,V,36,0,5,0,23,8,0,N,0,0,0
93.92,1.7,M,29,120,9,1,0,0,0,S,0,1,1
63.83,1.8,V,37,0,0,3,0,0,0,N,2,3,3
106.21,1.77,V,18,10,9,2,14,1,0,N,2,3,4
63.28,1.77,V,68,0,0,0,0,6,0,N,2,4,4
72.79,1.84,V,27,0,0,1,4,0,0,N,2,4,4
86.16,1.81,V,44,30,2,0,5,3,0,N,1,1,2
113.96,1.69,M,21,120,11,0,4,5,0,N,1,2,1
104.12,1.75,V,36,50,8,3,9,10,2,N,3,4,3
91.28,1.73,V,55,20,0,0,17,13,0,N,0,2,2
63.5,1.63,M,29,70,0,1,0,1,1,N,0,1,1
110.22,1.66,V,36,0,15,2,28,19,0,N,0,1,3
49.6,1.66,M,54,0,1,7,0,0,0,N,2,3,2
88.31,1.71,V,53,0,0,0,21,10,0,N,2,3,4
63.25,1.62,M,43,0,0,0,2,5,0,N,3,4,3
88.41,1.67,M,50,0,11,0,7,0,0,N,0,3,3
85.14,1.75,V,38,10,0,0,12,0,0,N,1,1,0
61.64,1.76,V,59,0,0,0,0,0,1,N,0,1,1
68.33,1.67,V,26,100,2,0,0,0,0,N,1,2,2
98.69,1.79,V,18,0,8,6,4,0,0,N,1,1,2
48.36,1.63,M,54,0,0,0,0,0,0,N,2,4,4
49,1.65,M,41,0,0,1,0,0,1,N,3,4,4
65.97,1.72,V,42,0,7,5,0,0,4,N,2,4,4
75.01,1.6,M,19,0,5,0,0,0,0,N,1,1,0
62.83,1.69,V,41,0,0,1,2,2,0,N,1,3,1
80.83,1.62,M,64,0,6,4,10,6,0,S,1,2,2
64.54,1.77,V,49,0,0,4,0,2,0,N,1,2,2
66.65,1.58,M,50,0,0,2,8,13,0,N,1,3,3
55.6,1.68,V,49,20,0,3,0,0,0,N,2,3,3
55.47,1.61,M,18,0,0,0,0,0,0,N,1,4,4
51.59,1.67,M,70,10,0,5,0,0,0,N,0,1,2
98.22,1.78,V,63,30,9,0,9,3,0,N,1,2,3
90,1.5,M,34,0,15,0,15,13,0,N,1,3,2
60.69,1.7,V,60,0,0,0,0,0,0,N,0,1,1
87.92,1.62,V,71,200,9,0,13,4,1,N,1,2,3
81.58,1.71,V,42,110,1,3,0,8,5,N,0,0,1
79.13,1.59,M,62,0,6,6,15,7,0,N,0,2,3
66,1.79,V,45,0,0,0,4,0,0,N,2,3,1
76.3,1.74,V,59,80,0,1,12,10,0,N,2,4,2
76.58,1.79,V,25,0,0,1,1,0,0,N,2,3,2
55.64,1.62,M,53,140,0,1,1,0,0,N,2,2,2
136.9,1.85,V,38,0,9,0,15,8,0,N,0,1,0
112.16,1.77,V,19,0,7,0,10,4,0,N,0,2,2
97.19,1.74,M,63,10,15,6,0,0,2,N,3,3,3
82.48,1.82,V,18,0,0,1,0,5,0,N,3,3,4
69.4,1.84,V,62,0,0,1,0,3,3,N,2,2,1
78.36,1.83,V,49,0,0,10,5,10,0,N,2,1,2
60.06,1.72,V,50,0,0,6,0,0,1,N,1,0,0
57.43,1.57,M,27,0,0,0,0,2,0,N,2,4,4
83.64,1.76,V,57,0,9,4,2,0,0,N,1,2,2
63.37,1.78,V,36,0,0,0,0,2,0,N,1,3,3
60.17,1.65,M,18,10,0,6,0,0,0,N,1,1,1
125.32,1.77,V,34,0,13,0,26,20,0,N,2,3,3
67.39,1.61,M,31,100,0,0,6,5,3,N,1,2,3
85.26,1.64,M,24,0,5,0,7,4,0,N,1,2,4
74.11,1.75,V,18,0,1,1,0,1,0,N,3,4,4
90.92,1.67,V,18,0,0,4,14,5,0,N,1,0,0
82.76,1.65,M,52,0,7,3,0,9,0,N,0,3,1
119.72,1.73,M,39,0,27,0,11,4,4,N,2,4,4
71.4,1.67,V,18,200,0,0,1,6,0,N,2,2,3
64.83,1.69,V,47,20,0,3,0,0,0,N,0,0,0
85.84,1.77,V,58,0,4,0,0,5,0,N,1,2,1
80.63,1.7,M,31,40,4,3,0,0,0,N,0,1,0
73.69,1.79,V,78,0,0,3,15,8,0,N,2,3,3
67.75,1.72,V,60,0,0,0,2,0,0,N,1,0,0
76.9,1.71,M,20,120,0,5,0,6,0,N,1,2,1
100.68,1.67,M,41,30,5,2,22,7,NA,N,0,1,0
115.6,1.7,V,40,50,18,0,12,11,0,N,0,1,1
65.87,1.62,M,21,10,0,0,0,1,0,N,1,2,0
77.11,1.59,M,43,10,4,0,6,4,0,N,1,1,2
66.38,1.71,V,46,140,0,0,0,3,0,N,3,4,1
57.03,1.78,V,35,0,0,5,0,0,0,N,3,4,4
66.73,1.77,V,57,50,0,0,2,0,0,N,0,1,1
59.62,1.61,M,38,0,0,0,0,7,0,N,2,3,4
81.85,1.68,M,60,20,0,0,9,12,0,N,0,1,2
56.44,1.71,V,39,0,0,6,0,0,0,N,1,2,2
70.47,1.64,M,52,30,0,0,19,4,0,N,2,3,2
115.6,1.7,V,30,10,15,0,24,14,0,N,1,1,2
65.84,1.75,M,34,0,0,0,0,0,0,N,2,2,4
90.8,1.62,M,38,100,8,0,13,6,0,N,1,3,4
62.55,1.66,M,71,0,2,5,0,6,NA,N,1,2,1
60.91,1.61,M,61,0,6,5,3,0,0,N,1,3,3
80.04,1.62,V,62,0,7,0,0,7,0,N,2,3,1
60.98,1.7,V,36,0,0,1,0,0,0,N,1,3,2
64.01,1.64,M,18,0,0,3,4,0,1,N,2,3,3
63.9,1.72,V,54,20,0,6,0,4,0,N,0,2,3
74.04,1.81,V,31,0,0,2,0,0,0,N,1,2,1
51.18,1.65,M,56,0,0,4,0,0,0,N,0,2,2
91.59,1.62,M,49,0,11,3,15,0,0,N,0,1,2
90.46,1.7,V,26,0,5,1,0,5,0,N,0,1,1
103.14,1.62,M,23,0,9,2,8,8,0,N,0,1,3
95.07,1.66,M,42,100,0,2,26,17,1,N,1,4,4
74.13,1.63,V,53,0,0,7,26,12,0,N,2,3,3
67.17,1.68,M,41,0,0,0,7,6,0,N,0,3,4
96.5,1.71,M,65,10,11,1,2,2,0,N,0,1,2
67.67,1.77,V,36,10,3,2,1,0,3,N,3,4,4
51.73,1.65,M,54,0,0,0,0,0,0,N,0,2,1
108.9,1.65,V,56,0,13,1,13,6,0,N,0,1,0
77.64,1.58,M,61,0,12,0,3,0,0,N,2,4,4
75.99,1.63,M,46,0,0,0,19,14,4,N,2,3,3
49,1.65,M,27,0,0,9,7,0,0,N,2,4,4
114.04,1.77,M,40,20,11,0,4,6,1,N,3,3,2
65.36,1.64,M,37,50,0,0,1,0,0,N,0,0,0
85.56,1.62,M,57,0,3,0,21,10,0,N,2,3,3
102.63,1.67,M,20,0,12,0,3,0,0,N,0,3,4
52.63,1.71,M,71,0,0,6,0,0,0,N,2,2,4
82.65,1.7,V,44,220,4,0,0,5,6,N,0,0,0
93.38,1.73,M,32,0,0,0,15,12,0,N,1,2,3
69.99,1.66,M,63,0,0,3,9,9,0,N,2,2,1
126.74,1.78,V,51,160,25,4,1,0,0,N,1,3,3
103.85,1.74,M,34,0,0,1,20,11,0,N,0,1,1
57.04,1.66,M,30,0,0,6,0,0,0,N,1,3,1
71.97,1.68,V,43,0,0,1,2,1,0,N,1,0,0
69.16,1.67,M,51,0,4,2,0,0,0,N,2,2,0
63.5,1.68,M,28,0,0,1,0,1,0,N,1,1,1
80.23,1.76,V,26,0,5,0,0,2,0,N,1,4,4
62.97,1.63,M,60,0,6,0,0,0,0,N,1,2,1
80.26,1.81,V,61,60,0,2,9,9,0,N,2,4,2
82.99,1.79,V,40,0,4,2,5,1,0,N,1,2,2
99.56,1.67,M,67,0,16,0,0,1,0,N,1,1,3
69.23,1.72,V,52,0,0,2,5,5,0,N,0,1,2
88.48,1.65,M,38,0,0,0,13,11,0,N,0,0,1
100.59,1.72,V,78,80,16,4,0,0,1,N,1,2,1
88.6,1.71,M,21,0,0,4,11,14,0,N,1,2,2
83.2,1.73,M,31,80,2,1,15,0,0,N,0,2,2
79.78,1.79,V,38,50,0,0,0,2,0,N,0,0,0
73.57,1.74,V,30,0,0,3,0,7,2,N,3,3,4
101.55,1.65,M,43,20,10,0,10,7,1,N,1,2,3
67.79,1.65,M,39,0,0,0,0,5,0,N,0,1,0
68.81,1.63,M,52,140,5,0,0,0,1,N,3,4,4
93.68,1.73,V,23,0,0,0,14,5,0,S,1,1,0
53.67,1.63,M,59,60,0,4,0,0,0,N,2,1,0
66.93,1.67,M,33,160,0,0,7,3,0,N,1,2,3
56.06,1.6,M,33,0,0,1,5,0,0,N,1,2,1
60.96,1.68,M,56,0,2,0,4,0,0,N,2,3,3
110.54,1.79,V,34,0,14,0,4,1,0,N,3,4,4
95.05,1.78,V,49,0,9,3,2,2,0,N,1,2,1
50.8,1.68,M,36,0,0,6,0,2,0,N,1,4,4
85.97,1.69,M,53,0,8,0,3,6,0,N,0,3,4
100.56,1.73,V,46,0,1,0,22,14,0,N,1,2,2
53.46,1.66,M,57,0,2,6,0,3,0,N,2,3,3
100.76,1.78,V,36,120,6,0,11,6,0,N,2,2,3
48.03,1.62,M,48,80,0,0,0,0,1,N,4,4,4
67.55,1.71,M,30,70,0,5,0,0,0,N,2,1,0
81.68,1.69,M,34,0,0,3,16,4,0,N,1,0,0
74.01,1.62,M,22,40,0,0,10,4,0,N,1,2,1
110.22,1.66,M,37,0,16,2,10,4,1,N,2,3,3
69.42,1.65,M,18,0,0,0,0,2,1,N,1,1,3
74.27,1.71,V,45,0,4,0,1,1,0,N,0,2,2
82.46,1.71,V,66,0,12,3,0,0,0,N,3,4,4
60.4,1.7,M,66,0,0,6,13,0,0,N,0,1,0
73.33,1.73,V,25,0,1,0,5,2,0,N,1,2,2
77.59,1.65,M,46,0,7,2,0,0,0,N,1,1,0
72.58,1.75,V,47,0,4,0,0,3,0,N,2,3,3
64.79,1.74,V,38,0,0,4,3,1,0,N,1,2,0
66.16,1.65,M,39,30,1,2,11,0,0,N,0,0,0
69.85,1.79,V,57,0,0,0,0,4,0,N,1,3,4
78.82,1.79,V,30,0,0,0,11,5,0,N,1,3,3
81.13,1.61,M,23,0,6,0,4,0,0,N,2,1,1
69.3,1.71,M,27,0,0,0,8,0,9,N,1,2,1
71.92,1.66,M,26,0,2,4,2,2,0,N,2,1,1
82.13,1.68,V,39,40,0,0,19,11,0,N,2,3,3
90.34,1.75,V,24,0,0,0,14,8,0,N,1,2,2
66.69,1.63,M,33,0,0,3,18,5,2,N,3,4,4
82.06,1.78,V,47,0,6,0,0,0,0,N,1,3,4
54.56,1.66,V,58,0,0,7,4,0,0,N,0,0,0
96.45,1.66,M,58,50,4,0,11,14,1,N,1,1,1
56.39,1.77,V,66,0,0,3,2,0,0,N,1,3,3
77.89,1.58,M,45,0,13,4,3,0,2,N,2,4,3
97.79,1.74,V,18,0,0,1,17,9,0,N,1,2,2
69.94,1.74,V,31,0,0,1,0,0,0,N,2,0,1
82.9,1.73,V,36,0,5,3,6,6,0,N,1,4,4
94.86,1.54,M,46,0,16,0,12,8,0,N,2,4,4
83.63,1.71,V,42,70,0,0,11,4,0,N,1,1,0
112.9,1.68,M,55,30,16,2,16,15,0,N,0,1,1
104.03,1.67,M,31,100,16,4,0,0,0,S,1,1,2
123.9,1.76,M,57,0,9,3,13,13,0,N,0,1,1
68.06,1.54,M,42,0,1,0,13,4,0,N,1,2,1
55.12,1.75,V,49,0,0,6,0,0,0,N,1,2,3
70.26,1.69,M,50,0,5,9,0,2,NA,N,1,2,2
115.6,1.7,M,67,0,20,0,6,2,0,N,0,3,3
87.57,1.72,V,47,0,10,0,0,0,NA,N,2,3,4
47.24,1.62,M,62,0,0,0,0,2,0,N,3,4,4
83.11,1.69,M,20,0,0,1,6,6,0,N,1,1,2
105.05,1.73,V,18,0,11,0,0,3,4,N,1,3,2
89.29,1.77,V,43,60,5,0,7,4,5,N,2,4,3
118.64,1.76,V,46,80,14,7,5,6,0,N,1,1,1
118.64,1.76,V,33,0,14,0,0,6,0,N,2,4,4
50.2,1.67,V,51,0,0,0,0,0,0,S,2,4,4
61.32,1.64,M,30,0,0,2,0,5,0,N,2,4,1
68.5,1.62,M,47,140,8,6,2,0,0,N,1,2,4
113.06,1.76,V,38,0,11,2,11,3,0,N,2,3,1
62.13,1.7,V,58,10,0,3,13,0,4,N,2,2,2
55.76,1.76,V,42,0,0,5,0,0,0,N,1,3,4
88.03,1.77,V,63,0,0,1,21,8,0,N,1,2,2
99.66,1.73,M,59,0,12,0,8,5,0,N,0,2,2
72.06,1.74,V,40,20,2,0,16,0,0,N,0,3,4
71.93,1.71,M,26,0,0,0,5,1,1,N,1,2,2
71.87,1.65,M,56,0,0,4,13,8,0,N,1,3,2
74.5,1.6,M,49,0,0,0,18,10,0,N,0,3,3
97.46,1.61,M,44,0,8,1,16,6,0,N,1,2,1
90.72,1.61,M,46,170,7,0,12,6,0,N,2,3,2
47.36,1.6,M,43,0,0,8,0,4,0,N,2,4,4
65.59,1.78,V,30,30,0,2,0,0,4,N,1,3,2
60.39,1.57,M,49,0,0,0,10,6,0,N,3,4,4
70.18,1.77,V,56,0,0,3,2,9,0,N,2,3,4
90.38,1.66,M,64,0,17,4,0,0,0,N,3,4,3
68.15,1.76,V,53,0,0,0,12,5,0,N,1,4,4
109.39,1.69,V,66,0,21,0,0,2,0,N,3,4,4
66.62,1.61,M,43,0,0,0,0,7,0,N,1,1,0
77.22,1.73,V,51,0,4,6,9,0,0,N,0,1,1
49.25,1.55,M,37,80,0,1,5,0,0,N,2,3,3
67.21,1.74,V,26,0,0,2,4,0,0,N,2,4,3
52.5,1.57,M,44,10,0,3,0,4,0,N,4,4,3
85.54,1.61,M,56,0,9,0,9,6,0,N,2,4,4
78.68,1.76,V,45,0,3,1,0,0,0,N,0,1,0
82.67,1.79,V,25,80,0,1,11,3,0,N,1,3,2
70.18,1.71,V,40,10,0,0,13,1,0,N,2,3,2
83.97,1.6,M,18,0,8,4,0,0,0,N,0,0,0
84.95,1.68,M,23,0,0,1,16,12,0,N,1,2,4
63.59,1.67,M,18,0,0,2,0,0,0,N,2,3,3
132.5,1.82,V,54,0,13,0,19,5,0,S,1,4,4
83.56,1.74,V,28,210,3,0,5,2,4,N,1,3,2
75.92,1.55,M,70,0,6,0,12,11,0,N,4,4,3
119.72,1.73,V,72,0,19,3,12,8,1,N,1,2,1
52.31,1.7,V,23,0,0,4,0,0,0,N,2,4,3
118.98,1.74,V,48,0,18,2,0,3,0,N,1,2,3
58.97,1.81,V,28,0,0,7,0,0,4,N,1,3,4
68.77,1.76,V,46,0,0,2,2,6,0,N,3,4,4
55.76,1.76,V,55,0,0,4,0,0,0,N,4,4,4
86.51,1.79,V,31,40,0,0,7,9,0,N,1,3,3
131.04,1.81,V,50,10,22,0,13,2,0,N,0,0,0
98.22,1.72,V,27,0,4,3,9,5,0,N,1,0,0
69.4,1.69,M,44,20,3,4,12,0,0,N,2,4,3
99.42,1.7,M,41,0,14,5,0,0,0,N,1,2,2
75.5,1.84,V,39,0,0,2,6,3,0,N,2,3,3
66.16,1.63,M,64,60,0,0,6,9,0,N,1,2,2
107.77,1.77,V,59,20,12,1,6,4,0,N,3,4,3
118.34,1.72,V,51,0,17,0,10,8,0,N,0,0,0
69.21,1.75,V,58,30,0,5,0,6,0,N,1,1,1
110.11,1.7,M,31,0,11,0,20,9,0,N,2,4,4
96.22,1.67,V,37,100,12,0,9,1,5,N,2,3,4
78.07,1.71,M,42,0,6,4,3,1,0,N,2,2,2
106.92,1.8,V,42,0,10,0,6,2,0,N,2,3,2
57.17,1.65,M,53,0,0,2,0,0,1,N,0,1,1
67.51,1.66,M,34,0,2,4,0,1,0,N,1,2,1
68.06,1.65,M,56,0,2,4,0,7,0,N,1,3,3
78.47,1.62,M,44,120,0,0,9,12,0,N,1,2,0
78.11,1.73,V,35,0,1,4,6,4,0,N,2,1,0
100.52,1.74,V,48,50,12,0,8,2,2,N,2,4,4
67.24,1.64,M,41,0,0,1,9,2,0,N,1,1,0
118.58,1.8,V,43,0,9,2,4,9,0,N,0,1,0
81.71,1.67,M,42,0,0,2,14,5,0,N,0,0,0
53.87,1.73,M,76,0,0,4,0,0,0,N,1,2,2
125.32,1.77,V,39,0,14,0,25,20,0,N,1,0,0
87.68,1.64,M,67,0,8,0,7,6,0,N,1,2,2
74.27,1.62,M,18,0,0,1,14,3,0,N,2,2,2
109.33,1.75,V,52,0,5,0,19,9,0,N,1,2,3
51.53,1.66,M,74,0,2,3,0,0,0,N,2,4,4
104.68,1.71,V,44,0,6,0,11,7,0,N,1,0,0
54.73,1.72,M,53,0,0,2,4,3,2,N,3,4,4
75.14,1.65,M,24,0,5,0,3,0,0,N,2,3,3
126.59,1.83,V,31,0,17,8,1,3,0,N,2,3,4
54.56,1.66,M,50,130,0,1,0,0,0,N,3,4,3
76.11,1.62,M,36,0,7,0,0,0,0,N,1,1,2
55.94,1.64,M,18,40,0,6,0,0,0,N,3,3,3
47.82,1.63,M,61,0,0,2,0,0,0,N,1,3,3
69.15,1.65,M,48,0,0,0,16,5,0,N,1,3,4
44.94,1.58,M,52,0,0,0,0,0,0,N,1,4,3
42.69,1.54,M,34,0,0,8,7,1,5,N,0,2,3
125.32,1.77,V,43,0,18,0,4,2,0,N,0,1,1
64.32,1.78,V,47,0,0,0,0,0,0,N,0,1,2
91.76,1.66,M,58,0,5,0,18,5,0,N,0,2,2
75.72,1.7,M,32,0,0,0,5,6,0,N,1,2,2
74.91,1.61,M,26,0,0,0,13,2,0,N,1,1,1
55.11,1.59,M,44,0,3,6,0,0,0,N,1,2,2
88.12,1.58,M,22,0,7,0,17,8,0,N,2,3,4
79.87,1.68,V,46,0,4,0,6,4,0,N,1,3,3
105.66,1.74,V,29,60,10,3,4,1,0,N,1,2,2
65.12,1.69,V,37,100,0,1,0,7,0,N,2,3,3
68.24,1.73,V,44,0,0,1,0,4,0,N,2,3,2
49.6,1.62,M,50,20,0,3,0,1,2,N,1,2,2
70.23,1.7,V,18,0,2,2,0,0,2,N,1,1,2
68.29,1.75,V,52,0,0,3,2,5,0,N,1,2,1
47.24,1.62,M,69,0,0,5,0,6,0,N,2,4,4
77.2,1.74,V,42,30,6,3,3,0,0,N,2,4,4
67.34,1.73,V,40,50,0,0,0,0,0,S,0,1,0
76.9,1.71,M,22,80,0,0,18,0,2,N,2,4,4
53.87,1.73,V,40,90,0,5,0,0,6,N,1,4,4
49.6,1.66,M,47,0,0,3,0,1,3,N,2,3,3
107.41,1.78,V,29,40,11,3,0,3,0,N,1,1,2
63.56,1.81,V,34,0,0,0,0,0,0,N,2,4,4
78.56,1.55,M,25,0,8,5,10,0,0,S,0,1,1
73.5,1.75,V,44,20,0,0,11,5,0,N,2,3,2
82.27,1.67,M,57,30,4,4,12,7,0,N,1,3,2
123.9,1.76,M,28,30,14,1,22,7,0,N,2,2,2
99.04,1.82,V,22,30,0,2,15,6,0,N,1,2,1
71.92,1.66,M,53,80,0,0,13,5,1,N,1,2,2
101.07,1.78,V,59,0,8,0,9,7,0,N,0,2,4
49.6,1.66,M,55,0,0,3,0,3,0,N,3,4,4
57.03,1.78,V,54,0,0,4,0,0,0,N,3,4,4
80.59,1.65,M,55,40,9,3,0,0,0,N,0,1,1
67.05,1.7,V,23,0,0,0,0,7,1,N,3,3,4
102.4,1.6,M,50,0,28,0,0,5,0,N,2,2,1
94.3,1.77,V,31,0,9,0,0,0,6,N,1,2,1
90.22,1.74,M,22,60,4,6,0,6,0,N,1,1,1
56.75,1.64,M,63,0,3,1,0,0,0,N,3,4,2
126.74,1.78,V,39,0,18,0,19,7,0,N,1,4,4
103.68,1.82,V,38,80,5,0,4,2,6,N,0,0,0
67.4,1.58,M,33,0,9,4,0,0,1,N,2,4,4
80.2,1.77,V,35,70,0,7,15,3,0,N,0,0,0
99.97,1.79,V,51,0,9,0,0,6,0,N,2,4,3
68.05,1.64,M,18,0,0,0,12,5,0,N,1,3,4
89.77,1.81,V,23,0,1,0,10,3,6,N,1,2,3
98.6,1.57,M,34,0,19,2,0,0,0,N,2,1,3
70.03,1.73,V,18,0,0,0,2,0,0,N,3,2,2
68.46,1.76,V,30,0,2,7,0,0,1,N,1,2,1
116.96,1.71,M,47,0,8,0,26,17,0,N,2,4,4
73.94,1.77,M,70,0,0,0,10,9,0,N,2,4,4
101.12,1.59,M,49,70,25,0,2,4,0,N,1,1,0
117.48,1.77,V,33,110,7,0,17,0,0,N,1,0,0
75.69,1.69,M,37,70,3,0,0,0,0,N,1,1,0
82.05,1.83,V,36,50,4,0,1,0,0,N,1,3,3
110.94,1.72,V,39,20,1,1,33,12,0,N,0,0,0
112.9,1.68,V,60,0,17,0,16,15,5,N,2,3,3
57.17,1.67,M,48,0,0,1,7,0,0,S,1,2,2
129.6,1.8,V,18,0,17,1,4,8,0,N,2,4,4
60.61,1.81,V,65,0,0,6,0,5,0,S,2,4,4
53.54,1.56,M,42,50,0,1,14,4,4,N,1,4,3
82.75,1.71,V,25,130,2,0,5,5,1,N,2,3,3
64.83,1.69,V,34,0,0,0,1,1,0,N,0,2,1
125.32,1.77,V,37,80,13,2,2,10,0,S,1,1,1
78.71,1.73,M,36,0,2,0,0,7,0,S,3,4,4
61.98,1.69,M,64,150,0,0,8,0,0,N,2,3,3
66.42,1.77,V,43,160,0,3,0,2,0,N,2,2,3
69.44,1.67,V,31,0,0,1,3,6,0,N,1,3,1
75.69,1.69,M,30,0,0,0,1,4,0,N,0,0,0
67.24,1.66,M,24,0,0,0,0,1,0,N,0,1,1
80.23,1.74,V,18,0,4,1,5,3,0,N,2,4,4
69.15,1.68,M,82,40,0,0,13,9,2,N,2,4,2
125.15,1.78,V,37,0,18,3,14,0,0,N,1,3,3
98.05,1.79,V,90,50,14,2,3,1,0,N,1,2,3
79.31,1.68,M,35,0,6,3,8,5,0,N,2,3,4
104.42,1.63,M,59,0,4,0,26,16,0,N,1,1,2
116.96,1.71,M,54,0,17,3,9,7,0,N,0,0,0
51.68,1.58,M,78,0,0,3,0,5,0,N,1,1,1
63.93,1.82,V,64,0,0,2,0,6,0,N,3,4,4
